rowid,pl_name,hostname,pl_letter,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,st_spectype,st_teff,st_rad,st_mass,ra,dec,sy_dist,sy_plx
175,AU Mic b,AU Mic,b,Transit,2020,8.463446,,,,6.1,0.01919275,,3665.0,0.82,0.6,311.2911369,-31.34245,9.7221,102.829
176,AU Mic b,AU Mic,b,Transit,2020,8.46308,0.0649,3.95677019,0.353,,,,3678.0,0.744,0.51,311.2911369,-31.34245,9.7221,102.829
177,AU Mic b,AU Mic,b,Transit,2020,8.46321,,,,17.1,0.05380262,M1,3700.0,0.75,0.5,311.2911369,-31.34245,9.7221,102.829
178,AU Mic b,AU Mic,b,Transit,2020,8.4630004,0.0644,4.19,0.37380741,,,,,0.75,,311.2911369,-31.34245,9.7221,102.829
179,AU Mic c,AU Mic,c,Transit,2021,18.858982,0.11,2.79,0.24890756,,,,,0.75,,311.2911369,-31.34245,9.7221,102.829
180,AU Mic c,AU Mic,c,Transit,2021,18.858991,0.1101,,,9.6,0.03020498,,,,0.5,311.2911369,-31.34245,9.7221,102.829
181,AU Mic c,AU Mic,c,Transit,2021,18.859019,0.1101,3.24,0.28905394,13.6,0.04279039,,3700.0,0.75,0.5,311.2911369,-31.34245,9.7221,102.829
182,AU Mic c,AU Mic,c,Transit,2021,18.85882,,,,14.2,0.0446782,,3665.0,0.82,0.6,311.2911369,-31.34245,9.7221,102.829
183,AU Mic c,AU Mic,c,Transit,2021,18.85969,0.1108,2.52202066,0.225,,,,3678.0,0.744,0.51,311.2911369,-31.34245,9.7221,102.829
184,AU Mic c,AU Mic,c,Transit,2021,18.859018,,,,11.6,0.03649768,,3665.0,0.82,0.6,311.2911369,-31.34245,9.7221,102.829
185,AU Mic c,AU Mic,c,Transit,2021,18.859019,,,,22.2,0.06984901,,3700.0,0.75,0.5,311.2911369,-31.34245,9.7221,102.829
186,AU Mic d,AU Mic,d,Transit Timing Variations,2023,12.73596,,,,1.053,0.00331,,3678.0,0.744,0.51,311.2911369,-31.34245,9.7221,102.829
187,AU Mic e,AU Mic,e,Radial Velocity,2025,33.11,,,,21.1,0.06638802,,3665.0,0.82,0.6,311.2911369,-31.34245,9.7221,102.829
188,AU Mic e,AU Mic,e,Radial Velocity,2025,33.39,,,,,,,3665.0,0.82,0.6,311.2911369,-31.34245,9.7221,102.829
189,BD+03 2562 b,BD+03 2562,b,Radial Velocity,2017,481.9,1.3,,,,,,4095.0,32.35,1.14,177.5647268,2.7601075,1070.63,0.903403
190,BD+05 4868 A b,BD+05 4868 A,b,Transit,2025,1.271869,0.0208,,,6.2,0.01950738,K V,4596.0,0.69,0.7,326.8614036,6.6053185,43.5687,22.9235
191,BD+14 4559 b,BD+14 4559,b,Radial Velocity,2009,268.94,0.777,,,,,K2 V,5008.0,0.95,0.86,318.4010002,14.6893834,49.352,20.2337
192,BD+14 4559 b,BD+14 4559,b,Radial Velocity,2009,268.94,0.78,,,,,,4864.0,0.86,0.49,318.4010002,14.6893834,49.352,20.2337
193,BD+15 2375 b,BD+15 2375,b,Radial Velocity,2016,153.22,0.576,,,,,,4649.0,8.95,1.08,176.4820239,14.6163182,768.045,1.27327
194,BD+15 2940 b,BD+15 2940,b,Radial Velocity,2013,137.48,0.539,,,,,K0,4796.0,14.7,1.1,240.09564,15.5467507,426.42,2.31689
195,BD+20 2457 b,BD+20 2457,b,Radial Velocity,2009,379.63,1.05,,,,,,4259.0,71.02,10.83,154.186782,19.8912626,1539.71,0.598497
196,BD+20 2457 b,BD+20 2457,b,Radial Velocity,2009,379.63,1.45,,,,,K2 II,4137.0,49.0,2.8,154.186782,19.8912626,1539.71,0.598497
197,BD+20 2457 c,BD+20 2457,c,Radial Velocity,2009,621.99,2.01,,,,,K2 II,4137.0,49.0,2.8,154.186782,19.8912626,1539.71,0.598497
198,BD+20 274 b,BD+20 274,b,Radial Velocity,2012,578.2,1.3,,,,,K5 III,4296.0,17.3,0.8,25.9203179,21.0052692,1322.51,0.722619
199,BD+20 594 b,BD+20 594,b,Transit,2016,41.688644,,2.35545351,0.21013949,,,,5703.0,0.956122,0.963861,53.6511231,20.5990205,179.461,5.54366
200,BD+20 594 b,BD+20 594,b,Transit,2016,41.6855,0.241,2.23,0.19894727,16.3,0.05128528,G,5766.0,0.928,0.961,53.6511231,20.5990205,179.461,5.54366
201,BD+20 594 b,BD+20 594,b,Transit,2016,41.6855,,2.57807,0.23,22.2481,0.07,,5766.0,1.08,1.67,53.6511231,20.5990205,179.461,5.54366
202,BD+45 564 b,BD+45 564,b,Radial Velocity,2021,307.88,0.83,,,,,K1,5004.0,,0.81,32.9470485,45.9242187,53.622,18.6205
203,BD+48 738 b,BD+48 738,b,Radial Velocity,2011,392.6,1.0,,,,,K0 III,4414.0,11.0,0.74,40.7102869,49.5869395,871.493,1.12086
204,BD+48 740 b,BD+48 740,b,Radial Velocity,2018,733.0,1.7,,,,,,4534.0,10.33,1.09,40.7425426,48.9300579,666.589,1.47289
205,BD+49 828 b,BD+49 828,b,Radial Velocity,2015,2590.0,4.2,,,,,K0,4943.0,7.6,1.52,45.6406187,49.7299481,442.042,2.2342
206,BD+55 362 b,BD+55 362,b,Radial Velocity,2021,265.59,0.78,,,,,K3,5012.0,,0.909,23.9636676,56.6982282,52.5697,18.9935
207,BD+60 1417 b,BD+60 1417,b,Imaging,2021,,1662.0,14.68376472,1.31,4767.426105,15.0,K0,4993.0,0.797,1.0,190.8875453,60.0143636,44.9543,22.2159
208,BD+63 1405 b,BD+63 1405,b,Radial Velocity,2021,1198.48,2.06,,,,,K0,5000.0,,0.816,271.3979337,63.6700064,38.0473,26.2541
209,BD+63 1405 b,BD+63 1405,b,Radial Velocity,2021,1230.0,2.115,,,3305.4154328,10.4,K0,5000.0,,0.816,271.3979337,63.6700064,38.0473,26.2541
210,BD-06 1339 b,BD-06 1339,b,Radial Velocity,2013,3.8728,0.0428,,,,,K7/M0 V,4324.0,,0.7,88.2511811,-5.9963378,20.2695,49.3062
211,BD-06 1339 c,BD-06 1339,c,Radial Velocity,2013,125.94,0.435,,,,,K7/M0 V,4324.0,,0.7,88.2511811,-5.9963378,20.2695,49.3062
212,BD-08 2823 b,BD-08 2823,b,Radial Velocity,2009,5.6,0.06,,,,,,4816.0,0.71,0.5,150.1971964,-9.5165689,41.3342,24.1641
213,BD-08 2823 b,BD-08 2823,b,Radial Velocity,2009,5.6,0.056,,,,,K3 V,4746.0,,0.74,150.1971964,-9.5165689,41.3342,24.1641
214,BD-08 2823 c,BD-08 2823,c,Radial Velocity,2009,237.6,0.68,,,,,K3 V,4746.0,,0.74,150.1971964,-9.5165689,41.3342,24.1641
215,BD-10 3166 b,BD-10 3166,b,Radial Velocity,2000,3.48777,0.04,,,,,,5393.0,0.91,1.47,164.6191243,-10.7704227,84.4069,11.8187
216,BD-10 3166 b,BD-10 3166,b,Radial Velocity,2000,3.487905,0.045,,,,,,5382.64,0.969745,0.999531,164.6191243,-10.7704227,84.4069,11.8187
217,BD-10 3166 b,BD-10 3166,b,Radial Velocity,2000,3.487,0.046,,,,,K0 V,5400.0,,1.1,164.6191243,-10.7704227,84.4069,11.8187
218,BD-10 3166 b,BD-10 3166,b,Radial Velocity,2000,3.48777,0.0452,,,,,,5393.0,,1.01,164.6191243,-10.7704227,84.4069,11.8187
219,BD-11 4672 b,BD-11 4672,b,Radial Velocity,2014,1634.0,2.36,,,,,,4550.0,0.639,0.651,278.3688659,-11.6370481,27.1665,36.7812
220,BD-11 4672 b,BD-11 4672,b,Radial Velocity,2014,1667.0,2.28,,,,,K7 V,4475.0,0.52,0.571,278.3688659,-11.6370481,27.1665,36.7812
221,BD-11 4672 c,BD-11 4672,c,Radial Velocity,2020,74.2,0.3,,,,,,4550.0,0.639,0.651,278.3688659,-11.6370481,27.1665,36.7812
222,BD-13 2130 b,BD-13 2130,b,Radial Velocity,2007,714.3,2.1,,,,,,,,2.4,114.2884692,-13.9066703,925.214,1.05402
223,BD-13 2130 b,BD-13 2130,b,Radial Velocity,2007,714.29999,1.66,,,,,,4545.0,19.17,2.12,114.2884692,-13.9066703,925.214,1.05402
224,BD-14 3065 b,BD-14 3065 A,b,Transit,2024,4.2889731,0.0656,21.59,1.926,3932.0,12.37,,6935.0,2.35,1.41,153.6696689,-15.6428372,589.423,1.66848
225,BD-14 3065 b,BD-14 3065 A,b,Transit,2024,4.2889696,,20.7112,1.84773268,,,,6736.9,2.61,,153.6696689,-15.6428372,589.423,1.66848
226,BD-17 63 b,BD-17 63,b,Radial Velocity,2008,655.6,1.34,,,,,K5 V,4714.0,0.69,0.74,7.1413494,-16.2273254,34.4603,28.9903
227,BD-17 63 b,BD-17 63,b,Radial Velocity,2008,655.57,,,,1639.99458012,5.16,,,,0.741,7.1413494,-16.2273254,34.4603,28.9903
228,BD-17 63 b,BD-17 63,b,Radial Velocity,2008,655.59998,1.34,,,,,,4665.0,0.74,0.31,7.1413494,-16.2273254,34.4603,28.9903
229,BD-17 63 b,BD-17 63,b,Radial Velocity,2008,649.0,,,,1366.6621501,4.3,,,,,7.1413494,-16.2273254,34.4603,28.9903
230,BD-210397 b,BD-210397,b,Radial Velocity,2023,1891.0,2.63,,,,,K7 V,4051.0,0.747,0.679,33.3024198,-21.1962147,23.7324,42.1075
231,BD-210397 c,BD-210397,c,Radial Velocity,2023,6360.0,5.9,,,,,K7 V,4051.0,0.747,0.679,33.3024198,-21.1962147,23.7324,42.1075
232,BD-210397 c,BD-210397,c,Radial Velocity,2023,6240.0,5.9,,,1525.5763536,4.8,K7 V,,,0.69,33.3024198,-21.1962147,23.7324,42.1075
233,BEBOP-3 b,BEBOP-3,b,Radial Velocity,2025,547.0,1.444,,,,,,6033.0,1.414,1.083,110.902655,79.1323952,119.052,8.37084
234,Barnard b,Barnard's star,b,Radial Velocity,2024,3.1533,0.02294,,,,,M3.5-4 V,3195.0,0.185,0.162,269.4486144,4.7379808,1.82655,547.451
235,Barnard b,Barnard's star,b,Radial Velocity,2024,3.1542,0.0229,,,,,M3.5-4 V,3195.0,0.185,0.162,269.4486144,4.7379808,1.82655,547.451
236,Barnard c,Barnard's star,c,Radial Velocity,2025,4.1244,0.0274,,,,,M3.5-4 V,3195.0,0.185,0.162,269.4486144,4.7379808,1.82655,547.451
237,Barnard d,Barnard's star,d,Radial Velocity,2025,2.3402,0.0188,,,,,M3.5-4 V,3195.0,0.185,0.162,269.4486144,4.7379808,1.82655,547.451
238,Barnard e,Barnard's star,e,Radial Velocity,2025,6.7392,0.0381,,,,,M3.5-4 V,3195.0,0.185,0.162,269.4486144,4.7379808,1.82655,547.451
239,CD Cet b,CD Cet,b,Radial Velocity,2020,2.2907,0.0185,,,,,M5.0 V,3130.0,0.175,0.161,48.3530155,4.7751881,8.60715,116.154
240,CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,b,Imaging,2011,10037.5,2.6,,,3337.1,10.5,,580.5,,0.021,224.6208333,10.2286111,,
241,CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,b,Imaging,2021,8040000.0,200.0,20.8487041,1.86,2479.0615746,7.8,M9-L1,2320.0,0.245,0.0147,246.934277,-23.98115,,
242,CHXR 73 b,CHXR 73,b,Imaging,2006,,210.0,,,3994.486,12.569,M3.5,,,0.35,166.6193985,-77.6258725,190.374,5.23435
243,CI Tau c,CI Tau,c,Radial Velocity,2024,25.2,0.17,,,,,,,,,68.4667685,22.8416192,157.998,6.30079
244,COCONUTS-2 b,COCONUTS-2 A,b,Imaging,2021,402000000.0,7506.0,12.44196858,1.11,2002.3189641,6.3,M3 V,3406.0,0.388,0.37,117.300914,-76.702696,10.8864,91.8291
245,COCONUTS-2 b,COCONUTS-2 A,b,Imaging,2021,,,12.44196858,1.11,2542.627256,8.0,M3 V,3406.0,0.388,0.37,117.300914,-76.702696,10.8864,91.8291
246,CT Cha b,CT Cha,b,Imaging,2007,,440.0,24.66,2.2,5403.0,17.0,,,,,166.0375038,-76.4553693,190.72,5.21444
247,CoRoT-1 b,CoRoT-1,b,Transit,2008,1.508968772,,,,,,,,,,102.0798591,-3.1021394,787.909,1.24176
248,CoRoT-1 b,CoRoT-1,b,Transit,2008,1.5089635,,20.5944,1.83731247,,,,5950.0,1.29,,102.0798591,-3.1021394,787.909,1.24176
249,CoRoT-1 b,CoRoT-1,b,Transit,2008,1.5089682,0.02752,19.223435,1.715,390.9309,1.23,,6298.0,1.23,1.22,102.0798591,-3.1021394,787.909,1.24176
250,CoRoT-1 b,CoRoT-1,b,Transit,2008,1.508976552,0.0259,15.91678,1.42,340.0781,1.07,,5950.0,,,102.0798591,-3.1021394,787.909,1.24176
251,CoRoT-1 b,CoRoT-1,b,Transit,2008,1.5089557,,16.7,1.49,327.35,1.03,G0 V,5950.0,1.11,0.95,102.0798591,-3.1021394,787.909,1.24176
252,CoRoT-1 b,CoRoT-1,b,Transit,2008,1.5089686,0.02536,17.385159,1.551,327.3649,1.03,,5950.0,1.131,0.95,102.0798591,-3.1021394,787.909,1.24176
253,CoRoT-1 b,CoRoT-1,b,Transit,2008,1.5089557,0.0261,16.58932,1.48,359.1479,1.13,,5950.0,1.14,1.03,102.0798591,-3.1021394,787.909,1.24176
254,CoRoT-10 b,CoRoT-10,b,Transit,2010,13.2406,0.1055,10.87273,0.97,867.6759,2.73,,5075.0,0.79,0.89,291.0636813,0.7460143,338.386,2.92694
255,CoRoT-10 b,CoRoT-10,b,Transit,2010,13.23412611048,,7.38532555,0.65887575,,,,5025.0,0.548929,,291.0636813,0.7460143,338.386,2.92694
256,CoRoT-10 b,CoRoT-10,b,Transit,2010,13.2406,0.1055,10.87,0.97,874.0,2.75,K1 V,5075.0,0.79,0.89,291.0636813,0.7460143,338.386,2.92694
257,CoRoT-10 b,CoRoT-10,b,Transit,2010,13.2406,0.106,10.547669,0.941,883.5674,2.78,,5075.0,0.743,0.904,291.0636813,0.7460143,338.386,2.92694
258,CoRoT-11 b,CoRoT-11,b,Transit,2010,2.994325,0.04351,15.58051,1.39,791.3967,2.49,,,1.33,1.23,280.6872998,5.9376586,655.037,1.50071
259,CoRoT-11 b,CoRoT-11,b,Transit,2010,2.99328197444,,21.74555811,1.94001209,,,,6343.0,1.58601,,280.6872998,5.9376586,655.037,1.50071
260,CoRoT-11 b,CoRoT-11,b,Transit,2010,2.994325,0.04407,16.02887,1.43,832.7146,2.62,,6440.0,1.37,1.27,280.6872998,5.9376586,655.037,1.50071
261,CoRoT-11 b,CoRoT-11,b,Transit,2010,2.99433,0.044,15.984034,1.426,743.7222,2.34,,6440.0,1.374,1.26,280.6872998,5.9376586,655.037,1.50071
262,CoRoT-11 b,CoRoT-11,b,Transit,2010,,,,,,,,6343.0,1.36,1.56,280.6872998,5.9376586,655.037,1.50071
263,CoRoT-11 b,CoRoT-11,b,Transit,2010,2.99427803,,,,,,F6 V,6440.0,1.37,1.27,280.6872998,5.9376586,655.037,1.50071
264,CoRoT-11 b,CoRoT-11,b,Transit,2010,2.99433,0.0436,16.03,1.43,740.51,2.33,F6 V,6440.0,1.37,1.27,280.6872998,5.9376586,655.037,1.50071
265,CoRoT-12 b,CoRoT-12,b,Transit,2010,2.82803914989,,17.76037065,1.58447687,,,,5675.0,1.03674,,100.7656871,-1.2964437,1126.37,0.861234
266,CoRoT-12 b,CoRoT-12,b,Transit,2010,2.82805268,0.0392,15.064896,1.344,277.46559,0.873,,,1.049,1.0,100.7656871,-1.2964437,1126.37,0.861234
267,CoRoT-12 b,CoRoT-12,b,Transit,2010,2.828041,,,,,,,5675.0,1.116,1.078,100.7656871,-1.2964437,1126.37,0.861234
268,CoRoT-12 b,CoRoT-12,b,Transit,2010,2.828042,0.04013,16.14096,1.44,290.81445,0.915,,5675.0,1.116,1.078,100.7656871,-1.2964437,1126.37,0.861234
269,CoRoT-12 b,CoRoT-12,b,Transit,2010,2.828042,0.04016,16.14,1.44,291.438,0.917,,5675.0,1.116,1.078,100.7656871,-1.2964437,1126.37,0.861234
270,CoRoT-12 b,CoRoT-12,b,Transit,2010,2.828042,0.0394,15.13215,1.35,281.91521,0.887,,5675.0,1.046,1.018,100.7656871,-1.2964437,1126.37,0.861234
271,CoRoT-13 b,CoRoT-13,b,Transit,2010,4.03515,,,,,,G0 V,5945.0,1.01,1.09,102.7211432,-5.0864557,1148.93,0.843947
272,CoRoT-13 b,CoRoT-13,b,Transit,2010,4.03519,0.051,9.92,0.885,415.704,1.308,G0 V,5945.0,1.01,1.09,102.7211432,-5.0864557,1148.93,0.843947
273,CoRoT-13 b,CoRoT-13,b,Transit,2010,4.03504443843,,12.53306062,1.1181267,,,,5945.0,1.13707,,102.7211432,-5.0864557,1148.93,0.843947
274,CoRoT-13 b,CoRoT-13,b,Transit,2010,4.03519,0.051,14.033668,1.252,416.99296,1.312,,5945.0,1.274,1.086,102.7211432,-5.0864557,1148.93,0.843947
275,CoRoT-13 b,CoRoT-13,b,Transit,2010,4.03519,0.05107,9.919965,0.885,423.03173,1.331,,5945.0,1.01,1.09,102.7211432,-5.0864557,1148.93,0.843947
276,CoRoT-14 b,CoRoT-14,b,Transit,2010,1.51214,0.02687,11.410762,1.018,2437.7561,7.67,,6035.0,1.19,1.125,103.4242023,-5.5360385,1744.6,0.547358
277,CoRoT-14 b,CoRoT-14,b,Transit,2010,1.51214,0.027,12.22,1.09,2415.4,7.6,F9 V,6035.0,1.21,1.13,103.4242023,-5.5360385,1744.6,0.547358
278,CoRoT-14 b,CoRoT-14,b,Transit,2010,1.51214,0.02691,12.21781,1.09,2358.2986,7.42,,6040.0,1.21,1.13,103.4242023,-5.5360385,1744.6,0.547358
279,CoRoT-16 b,CoRoT-16,b,Transit,2011,5.35227,0.0618,13.11,1.17,170.032,0.535,G5 V,5650.0,1.19,1.098,278.5246658,-6.0026026,732.409,1.34056
280,CoRoT-16 b,CoRoT-16,b,Transit,2011,5.35227,0.0618,13.11453,1.17,168.13207,0.529,,5650.0,1.19,1.098,278.5246658,-6.0026026,732.409,1.34056
281,CoRoT-17 b,CoRoT-17,b,Transit,2011,3.7681,0.0481,11.43318,1.02,765.9703,2.41,,5740.0,1.59,1.04,278.699236,-6.612288,1176.12,0.82338
282,CoRoT-17 b,CoRoT-17,b,Transit,2011,3.7681,0.0481,11.287463,1.007,781.8618,2.46,,5740.0,1.62,1.043,278.699236,-6.612288,1176.12,0.82338
283,CoRoT-17 b,CoRoT-17,b,Transit,2011,3.7681,0.0461,11.43,1.02,772.29,2.43,G2 V,5740.0,1.59,1.04,278.699236,-6.612288,1176.12,0.82338
284,CoRoT-18 b,CoRoT-18,b,Transit,2011,1.90009,0.0288,12.845514,1.146,1048.839,3.3,,,0.883,0.88,98.1724172,-0.0316045,764.889,1.28063
285,CoRoT-18 b,CoRoT-18,b,Transit,2011,1.9000693,0.0295,14.68379,1.31,1099.6918,3.46,,5440.0,1.0,0.95,98.1724172,-0.0316045,764.889,1.28063
286,CoRoT-18 b,CoRoT-18,b,Transit,2011,1.9000769,,,,,,G9 V,5440.0,1.0,0.95,98.1724172,-0.0316045,764.889,1.28063
287,CoRoT-18 b,CoRoT-18,b,Transit,2011,1.9000693,0.0295,14.68,1.31,1102.82,3.47,G9 V,5440.0,1.0,0.95,98.1724172,-0.0316045,764.889,1.28063
288,CoRoT-18 b,CoRoT-18,b,Transit,2011,1.90008624739,,15.04962078,1.34263955,,,,5440.0,0.934028,,98.1724172,-0.0316045,764.889,1.28063
289,CoRoT-18 b,CoRoT-18,b,Transit,2011,1.9000693,0.0286,14.022459,1.251,1039.3041,3.27,,5440.0,0.924,0.861,98.1724172,-0.0316045,764.889,1.28063
290,CoRoT-19 b,CoRoT-19,b,Transit,2011,3.89712026062,,13.49322275,1.20378678,,,,6090.0,1.6395,,97.0335983,-0.1707293,790.663,1.23764
291,CoRoT-19 b,CoRoT-19,b,Transit,2011,3.89713,0.0518,14.46,1.29,352.78,1.11,F9 V,6090.0,1.65,1.21,97.0335983,-0.1707293,790.663,1.23764
292,CoRoT-19 b,CoRoT-19,b,Transit,2011,3.8971379,,,,,,F9 V,6090.0,1.65,1.21,97.0335983,-0.1707293,790.663,1.23764
293,CoRoT-19 b,CoRoT-19,b,Transit,2011,3.89713,0.05166,14.45961,1.29,367.09365,1.155,,6090.0,1.65,1.21,97.0335983,-0.1707293,790.663,1.23764
294,CoRoT-19 b,CoRoT-19,b,Transit,2011,3.89713,0.0512,13.33871,1.19,346.4347,1.09,,6090.0,1.576,1.181,97.0335983,-0.1707293,790.663,1.23764
295,CoRoT-19 b,CoRoT-19,b,Transit,2011,3.897131,,,,,,F9 V,6090.0,1.65,1.21,97.0335983,-0.1707293,790.663,1.23764
296,CoRoT-2 b,CoRoT-2,b,Transit,2008,1.7429964,0.0281,16.42116,1.465,1051.973,3.31,,,,,291.7770457,1.3836634,213.283,4.66076
297,CoRoT-2 b,CoRoT-2,b,Transit,2008,1.7429935,0.02854,16.47723,1.47,1150.5446,3.62,,5696.0,0.907,1.018,291.7770457,1.3836634,213.283,4.66076
298,CoRoT-2 b,CoRoT-2,b,Transit,2008,1.74299705,,,,,,,5696.0,,,291.7770457,1.3836634,213.283,4.66076
299,CoRoT-2 b,CoRoT-2,b,Transit,2008,1.742997,,,,,,,5696.0,,,291.7770457,1.3836634,213.283,4.66076
300,CoRoT-2 b,CoRoT-2,b,Transit,2008,1.74299609,,16.533275,1.475,,,,5575.0,,,291.7770457,1.3836634,213.283,4.66076
301,CoRoT-2 b,CoRoT-2,b,Transit,2008,1.7429935,0.02835,16.36514,1.46,1134.6531,3.57,,5598.0,0.901,0.997,291.7770457,1.3836634,213.283,4.66076
302,CoRoT-2 b,CoRoT-2,b,Transit,2008,1.74301433466,,16.92270968,1.50974563,,,,5529.0,0.937741,,291.7770457,1.3836634,213.283,4.66076
303,CoRoT-2 b,CoRoT-2,b,Transit,2008,1.74299673,0.0281,16.432394,1.466,1048.839,3.3,,5625.0,0.902,0.97,291.7770457,1.3836634,213.283,4.66076
304,CoRoT-2 b,CoRoT-2,b,Transit,2008,1.7429935,0.02798,16.432,1.466,1102.82,3.47,,5625.0,0.906,0.96,291.7770457,1.3836634,213.283,4.66076
305,CoRoT-2 b,CoRoT-2,b,Transit,2008,1.74299673,,,,,,,5529.0,0.937741,0.972,291.7770457,1.3836634,213.283,4.66076
306,CoRoT-2 b,CoRoT-2,b,Transit,2008,1.7429975,,15.849526,1.414,1052.0173,3.31,,5625.0,0.902,0.97,291.7770457,1.3836634,213.283,4.66076
307,CoRoT-2 b,CoRoT-2,b,Transit,2008,1.74299906,,,,,,,,,,291.7770457,1.3836634,213.283,4.66076
308,CoRoT-20 b,CoRoT-20,b,Transit,2011,9.24285,0.0902,9.42,0.84,1347.54,4.24,G2 V,5880.0,1.02,1.14,97.7204249,0.2268931,844.061,1.15699
309,CoRoT-20 b,CoRoT-20,b,Transit,2011,9.2432302936,,15.39650566,1.3735866,,,,5880.0,1.29981,,97.7204249,0.2268931,844.061,1.15699
310,CoRoT-20 b,CoRoT-20,b,Transit,2011,9.24285,0.0901,9.41556,0.84,1344.4209,4.23,,5880.0,1.02,1.14,97.7204249,0.2268931,844.061,1.15699
311,CoRoT-20 b,CoRoT-20,b,Transit,2011,9.24285,0.0892,13.00244,1.16,1608.2198,5.06,,5880.0,1.34,1.11,97.7204249,0.2268931,844.061,1.15699
312,CoRoT-20 b,CoRoT-20,b,Transit,2011,9.24318,0.0891,11.209,1.0,1315.8162,4.14,,,1.16,1.1,97.7204249,0.2268931,844.061,1.15699
313,CoRoT-20 b,CoRoT-20,b,Transit,2011,9.24285,0.09,,,1366.669,4.3,,,,1.14,97.7204249,0.2268931,844.061,1.15699
314,CoRoT-20 c,CoRoT-20,c,Radial Velocity,2018,1675.0,2.9,,,,,,,,1.14,97.7204249,0.2268931,844.061,1.15699
315,CoRoT-21 b,CoRoT-21,b,Transit,2012,2.72474,0.0416,14.5717,1.3,705.5826,2.22,,6200.0,1.95,1.29,101.0526207,-0.2991544,,
316,CoRoT-21 b,CoRoT-21,b,Transit,2012,2.72474,0.0417,14.5717,1.3,718.2958,2.26,F8 IV,6200.0,1.95,1.29,101.0526207,-0.2991544,,
317,CoRoT-22 b,CoRoT-22,b,Transit,2014,9.75598,0.092,4.88,0.435,12.2,0.038,G3 V,5939.0,1.136,1.099,280.6671392,6.2191669,627.158,1.56624
318,CoRoT-23 b,CoRoT-23,b,Transit,2011,3.6313,0.048,11.77,1.05,889.9,2.8,G0 V,5900.0,1.61,1.14,279.7826586,4.3577516,1060.97,0.91542
319,CoRoT-23 b,CoRoT-23,b,Transit,2011,3.6313,0.0484,11.76945,1.05,982.0947,3.09,,5900.0,1.61,1.14,279.7826586,4.3577516,1060.97,0.91542
320,CoRoT-23 b,CoRoT-23,b,Transit,2011,3.6313,0.04809,13.22662,1.18,972.5598,3.06,,5900.0,1.74,1.122,279.7826586,4.3577516,1060.97,0.91542
321,CoRoT-24 b,CoRoT-24,b,Transit,2014,5.1134,0.056,3.7,0.33,5.7,0.018,K1 V,4950.0,0.86,0.91,101.922543,-3.7192892,591.555,1.66329
322,CoRoT-24 c,CoRoT-24,c,Transit,2014,11.759,0.098,5.0,0.44,28.0,0.088,K1 V,4950.0,0.86,0.91,101.922543,-3.7192892,591.555,1.66329
323,CoRoT-25 b,CoRoT-25,b,Transit,2013,4.86069,0.0578,12.11,1.08,85.81,0.27,F9,6040.0,1.19,1.09,280.6296561,6.5138223,1103.48,0.878853
324,CoRoT-25 b,CoRoT-25,b,Transit,2013,4.86069,0.05789,12.10572,1.08,93.12419,0.293,,6040.0,1.19,1.09,280.6296561,6.5138223,1103.48,0.878853
325,CoRoT-26 b,CoRoT-26,b,Transit,2013,4.20474,0.0526,14.12,1.26,165.26,0.52,G5,5590.0,1.79,1.09,279.7504991,6.9697828,1045.18,
326,CoRoT-26 b,CoRoT-26,b,Transit,2013,4.20474,0.0525,14.12334,1.26,184.3414,0.58,,5590.0,1.79,1.09,279.7504991,6.9697828,1045.18,
327,CoRoT-27 b,CoRoT-27,b,Transit,2014,3.57532,0.0467,11.287463,1.007,3273.649,10.3,,5900.0,1.08,1.05,278.4958319,5.5383811,1010.28,0.96604
328,CoRoT-27 b,CoRoT-27,b,Transit,2014,3.57532,0.0476,11.287,1.007,3302.11,10.39,G2,5900.0,1.08,1.05,278.4958319,5.5383811,1010.28,0.96604
329,CoRoT-28 b,CoRoT-28,b,Transit,2015,5.20851,0.059,10.704595,0.955,152.87623,0.481,,5150.0,1.78,1.01,278.6883216,5.5736911,766.183,1.27685
330,CoRoT-28 b,CoRoT-28,b,Transit,2015,5.20851,0.0603,10.704595,0.955,153.82972,0.484,G8/9 IV,5150.0,1.78,1.01,278.6883216,5.5736911,766.183,1.27685
331,CoRoT-29 b,CoRoT-29,b,Transit,2015,2.85057,0.0386,10.0881,0.9,270.1555,0.85,K0 V,5260.0,0.9,0.97,278.9020691,6.4795703,806.507,1.21562
332,CoRoT-29 b,CoRoT-29,b,Transit,2015,2.85057,0.039,10.0881,0.9,266.9772,0.84,,5260.0,0.9,0.97,278.9020691,6.4795703,806.507,1.21562
333,CoRoT-29 b,CoRoT-29,b,Transit,2015,2.8505615,,,,,,,5268.0,1.07719,0.9,278.9020691,6.4795703,806.507,1.21562
334,CoRoT-3 b,CoRoT-3,b,Transit,2008,,,,,,,,6558.0,1.44,1.41,292.0552827,0.1218359,768.771,1.27472
335,CoRoT-3 b,CoRoT-3,b,Transit,2008,4.2567994,0.05694,11.1350206,0.9934,6747.5309,21.23,,,1.54,1.359,292.0552827,0.1218359,768.771,1.27472
